PF00698	59,176,209
PF07799	90,150,189
PF06405	65,131,191
PF09700	185,96,47
PF14384	80,199,169
PF02407	68,181,177
PF05932	109,221,163
PF08786	86,179,119
PF12981	207,78,59
PF15428	88,200,119
PF12388	70,82,228
PF04886	48,70,180
PF11171	169,89,183
PF02273	129,183,55
PF11753	210,106,72
PF14462	149,203,55
PF03884	185,116,83
PF07155	85,143,200
PF06754	216,175,98
PF03975	93,112,227
PF03543	172,196,71
PF11392	212,88,222
PF07073	149,195,56
PF14407	186,64,81
PF01990	209,78,54
PF07843	65,84,184
PF08893	104,221,180
PF11299	58,224,192
PF14505	108,78,209
PF12281	203,121,74
PF09842	101,186,80
PF08837	69,116,215
PF12535	145,75,205
PF04367	56,223,87
PF01905	74,67,179
PF12431	123,53,201
PF05575	74,154,207
PF04337	48,175,181
PF07463	65,193,138
PF07712	105,131,213
PF02814	161,223,71
PF05194	71,208,139
PF01931	76,69,191
PF09012	188,59,197
PF14423	185,74,71
PF12556	98,203,160
PF08695	47,168,180
PF08293	96,222,228
PF04037	180,164,66
PF04046	150,215,68
PF09326	178,76,178
PF08221	62,202,176
PF05645	225,185,63
PF11600	136,219,99
PF06148	77,200,198
PF15932	95,191,77
PF04818	54,199,167
PF13850	223,204,77
PF07970	84,186,116
PF16579	106,150,228
PF08587	219,128,63
PF12298	202,99,146
PF08324	222,73,225
PF09070	53,188,198
PF10381	96,106,196
PF03987	216,55,178
PF04084	166,99,217
PF08389	80,204,219
PF04048	99,165,219
PF10256	82,192,141
PF03730	62,90,216
PF03114	109,215,76
PF01137	187,151,83
PF15405	97,101,199
PF05971	132,226,97
PF08277	220,204,85
PF05933	126,191,75
PF12152	198,208,86
PF12928	219,92,193
PF12813	67,193,62
PF13875	192,57,88
PF02204	176,76,222
PF01866	213,82,70
PF13300	61,70,199
PF14668	82,202,99
PF14663	138,200,65
PF14666	140,208,84
PF14664	223,190,89
PF03985	202,68,92
PF09733	183,84,101
PF16944	205,55,208
PF07156	170,89,201
